Time	Magnets_Z	Extension	dx	dy	z0	x0	y0	Piezo_pstn	Magnets_Moving	turns
sec	mm	nm	nm	nm	nm	nm	nm	y/n	 
209.474	-10.480	230.499	1.094	33.897	-95.561	11649.709	10120.818	10.399	0.000	-0.000
209.485	-10.480	235.168	10.361	41.781	-104.270	11653.163	10122.517	10.399	0.000	-0.000
209.494	-10.480	237.590	16.851	35.875	-104.905	11646.368	10117.776	10.399	0.000	-0.000
209.504	-10.480	237.868	8.313	37.387	-100.179	11649.003	10116.908	10.399	0.000	-0.000
209.514	-10.480	233.606	18.611	38.478	-98.501	11650.712	10117.168	10.399	0.000	-0.000
209.524	-10.480	237.095	13.745	37.586	-102.963	11650.085	10121.149	10.399	0.000	-0.000
209.534	-10.480	226.487	17.834	35.409	-99.685	11646.677	10120.778	10.399	0.000	-0.000
209.544	-10.480	226.853	7.860	46.906	-100.651	11649.475	10119.404	10.399	0.000	-0.000
209.554	-10.480	239.568	21.512	26.593	-107.573	11645.773	10121.489	10.399	0.000	-0.000
209.564	-10.480	231.614	18.335	35.063	-97.695	11648.135	10116.541	10.399	0.000	-0.000
209.574	-10.480	235.279	8.520	39.015	-108.777	11649.436	10121.192	10.399	0.000	-0.000
209.583	-10.480	234.315	2.116	41.063	-99.416	11649.796	10125.865	10.399	0.000	-0.000
209.593	-10.480	232.319	2.154	38.453	-97.892	11652.241	10120.196	10.399	0.000	-0.000
209.604	-10.480	239.952	18.886	40.692	-109.883	11648.987	10115.204	10.399	0.000	-0.000
209.614	-10.480	238.101	14.108	36.259	-101.787	11647.135	10118.912	10.399	0.000	-0.000
209.623	-10.480	238.914	18.718	33.548	-103.697	11648.131	10124.019	10.399	0.000	-0.000
209.633	-10.480	232.294	29.470	40.476	-99.175	11649.317	10121.947	10.399	0.000	-0.000
209.643	-10.480	233.723	8.281	36.867	-96.374	11648.637	10121.688	10.399	0.000	-0.000
209.653	-10.480	226.868	23.802	35.895	-96.180	11647.167	10120.982	10.399	0.000	-0.000
209.663	-10.480	241.839	8.896	37.267	-106.542	11649.603	10116.632	10.399	0.000	-0.000
209.673	-10.480	235.512	4.512	32.560	-102.283	11649.600	10118.677	10.399	0.000	-0.000
209.683	-10.480	240.809	1.626	38.325	-107.364	11647.788	10122.718	10.399	0.000	-0.000
209.693	-10.480	232.586	11.086	35.019	-104.095	11649.272	10118.823	10.399	0.000	-0.000
209.702	-10.480	236.768	7.644	33.834	-102.782	11648.915	10124.758	10.399	0.000	-0.000
209.713	-10.480	235.681	23.681	41.164	-100.114	11647.612	10118.704	10.399	0.000	-0.000
209.723	-10.480	242.021	8.342	34.654	-107.012	11651.845	10123.524	10.399	0.000	-0.000
209.733	-10.480	235.389	28.644	31.700	-98.825	11648.476	10120.910	10.399	0.000	-0.000
209.743	-10.480	228.819	30.741	34.452	-100.792	11647.996	10118.769	10.399	0.000	-0.000
209.752	-10.480	236.664	18.893	31.785	-100.916	11650.118	10123.932	10.399	0.000	-0.000
209.762	-10.480	240.738	7.215	41.224	-111.939	11651.266	10120.344	10.399	0.000	-0.000
209.772	-10.480	240.843	12.755	33.718	-108.387	11651.129	10121.005	10.399	0.000	-0.000
209.783	-10.480	234.280	27.532	31.523	-100.963	11650.680	10121.756	10.399	0.000	-0.000
209.792	-10.480	237.495	-0.235	41.437	-109.051	11650.453	10123.815	10.399	0.000	-0.000
209.803	-10.480	243.725	5.124	35.423	-103.301	11647.975	10118.645	10.399	0.000	-0.000
209.812	-10.480	234.074	12.608	34.258	-105.552	11647.130	10119.516	10.399	0.000	-0.000
209.822	-10.480	239.601	15.605	34.389	-106.121	11653.296	10123.434	10.399	0.000	-0.000
209.831	-10.480	241.414	10.685	42.033	-108.153	11649.719	10119.877	10.399	0.000	-0.000
209.842	-10.480	234.662	10.685	40.005	-102.061	11646.416	10121.159	10.399	0.000	-0.000
209.852	-10.480	239.029	26.799	38.240	-98.454	11649.642	10120.854	10.399	0.000	-0.000
209.862	-10.480	245.692	1.550	37.557	-106.324	11651.990	10118.561	10.399	0.000	-0.000
209.871	-10.480	236.127	-5.290	38.008	-99.315	11646.866	10123.058	10.399	0.000	-0.000
209.881	-10.480	238.354	-5.782	40.094	-111.140	11651.585	10121.151	10.399	0.000	-0.000
209.892	-10.480	234.541	13.467	32.036	-106.802	11651.015	10120.196	10.399	0.000	-0.000
209.902	-10.480	234.840	10.318	32.904	-100.869	11649.044	10125.345	10.399	0.000	-0.000
209.911	-10.480	238.547	9.401	36.928	-102.176	11652.096	10119.746	10.399	0.000	-0.000
209.921	-10.480	240.729	6.878	38.431	-100.930	11649.494	10120.791	10.399	0.000	-0.000
